instant,date_day,season,year,month,holiday,weekday,workingday,weathersit,temp_day,atemp,humidity_day,windspeed_day,casual_day,registered_day,total_rentals_day,casual_ratio,registered_ratio,total_rentals_agg,casual_agg,registered_agg,temp_agg,humidity_agg,windspeed_agg,hour
238,2011-08-26,fall,2011,August,No Holiday,Friday,Working Day,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0.16477150826003004,0.8352284917399699,4661,768,3893,0.7000000000000001,0.76125,0.0839625,0
239,2011-08-27,fall,2011,August,No Holiday,Saturday,Non-Working Day,2,0.68,0.635556,0.85,0.375617,226,889,1115,0.20269058295964126,0.7973094170403587,1115,226,889,0.68,0.85,0.37561666666666665,0
240,2011-08-28,fall,2011,August,No Holiday,Sunday,Non-Working Day,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,0.32648823257960313,0.6735117674203969,4334,1415,2919,0.7070588235294117,0.5617647058823529,0.30465882352941176,0
241,2011-08-29,fall,2011,August,No Holiday,Monday,Working Day,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,0.15731549417350021,0.8426845058264998,4634,729,3905,0.6366666666666666,0.5545833333333333,0.159825,0
242,2011-08-30,fall,2011,August,No Holiday,Tuesday,Working Day,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,0.148923904688701,0.851076095311299,5204,775,4429,0.6391666666666667,0.5483333333333333,0.12500833333333333,0
243,2011-08-31,fall,2011,August,No Holiday,Wednesday,Working Day,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,0.13602214313958086,0.8639778568604192,5058,688,4370,0.6566666666666666,0.5979166666666667,0.08333333333333333,0
244,2011-09-01,fall,2011,September,No Holiday,Thursday,Working Day,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,0.1530791788856305,0.8469208211143695,5115,783,4332,0.655,0.6391666666666667,0.14179583333333332,0
245,2011-09-02,fall,2011,September,No Holiday,Friday,Working Day,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0.18510683308652423,0.8148931669134758,4727,875,3852,0.6433333333333333,0.7270833333333333,0.13992916666666666,0
246,2011-09-03,fall,2011,September,No Holiday,Saturday,Non-Working Day,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0.4315343443354148,0.5684656556645852,4484,1935,2549,0.6691666666666666,0.7166666666666667,0.185325,0
247,2011-09-04,fall,2011,September,No Holiday,Sunday,Non-Working Day,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0.5103238866396761,0.4896761133603239,4940,2521,2419,0.7091666666666666,0.7420833333333333,0.2064666666666667,0
248,2011-09-05,fall,2011,September,Holiday,Monday,Non-Working Day,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0.36884512085944493,0.631154879140555,3351,1236,2115,0.6733333333333333,0.7904166666666667,0.21269583333333333,0
249,2011-09-06,fall,2011,September,No Holiday,Tuesday,Working Day,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,0.07527675276752767,0.9247232472324723,2710,204,2506,0.54,0.8869565217391304,0.3439434782608696,0
250,2011-09-07,fall,2011,September,No Holiday,Wednesday,Working Day,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0.05911823647294589,0.9408817635270541,1996,118,1878,0.5991666666666667,0.9170833333333333,0.09702083333333333,0
251,2011-09-08,fall,2011,September,No Holiday,Thursday,Working Day,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0.08306188925081433,0.9169381107491856,1842,153,1689,0.6339130434782608,0.9395652173913043,0.19274782608695654,0
252,2011-09-09,fall,2011,September,No Holiday,Friday,Working Day,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,0.11766365688487584,0.8823363431151241,3544,417,3127,0.65,0.8979166666666667,0.12437916666666667,0
253,2011-09-10,fall,2011,September,No Holiday,Saturday,Non-Working Day,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0.3274087932647334,0.6725912067352666,5345,1750,3595,0.66,0.75375,0.15360833333333332,0
254,2011-09-11,fall,2011,September,No Holiday,Sunday,Non-Working Day,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0.32362267142290924,0.6763773285770908,5046,1633,3413,0.6533333333333333,0.71375,0.11505416666666667,0
255,2011-09-12,fall,2011,September,No Holiday,Monday,Working Day,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0.1464035646085296,0.8535964353914705,4713,690,4023,0.6443478260869565,0.6921739130434783,0.08891304347826087,0
256,2011-09-13,fall,2011,September,No Holiday,Tuesday,Working Day,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0.1471761494856183,0.8528238505143817,4763,701,4062,0.6508333333333333,0.7125,0.14180416666666668,0
257,2011-09-14,fall,2011,September,No Holiday,Wednesday,Working Day,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0.13521421107628004,0.8647857889237199,4785,647,4138,0.6733333333333333,0.6970833333333334,0.1673,0
258,2011-09-15,fall,2011,September,No Holiday,Thursday,Working Day,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0.11697185023230391,0.8830281497676961,3659,428,3231,0.5775,0.7091666666666666,0.27114583333333336,0
259,2011-09-16,fall,2011,September,No Holiday,Friday,Working Day,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0.15588235294117647,0.8441176470588235,4760,742,4018,0.4691666666666667,0.5904166666666667,0.16418333333333332,0
260,2011-09-17,fall,2011,September,No Holiday,Saturday,Non-Working Day,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0.31788960319219683,0.6821103968078032,4511,1434,3077,0.4916666666666667,0.7183333333333333,0.189675,0
261,2011-09-18,fall,2011,September,No Holiday,Sunday,Non-Working Day,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0.3165652784277024,0.6834347215722976,4274,1353,2921,0.5075,0.695,0.17848333333333333,0
262,2011-09-19,fall,2011,September,No Holiday,Monday,Working Day,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,0.152236175369024,0.847763824630976,4539,691,3848,0.5491666666666667,0.69,0.15174166666666666,0
263,2011-09-20,fall,2011,September,No Holiday,Tuesday,Working Day,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0.12029662180719583,0.8797033781928042,3641,438,3203,0.5616666666666666,0.88125,0.13495416666666668,0
264,2011-09-21,fall,2011,September,No Holiday,Wednesday,Working Day,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,0.12385110294117647,0.8761488970588235,4352,539,3813,0.5950000000000001,0.9,0.09640416666666667,0
265,2011-09-22,fall,2011,September,No Holiday,Thursday,Working Day,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0.11574556830031282,0.8842544316996872,4795,555,4240,0.6283333333333333,0.9020833333333332,0.12812500000000002,0
266,2011-09-23,winter,2011,September,No Holiday,Friday,Working Day,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0.10772442588726514,0.8922755741127348,2395,258,2137,0.6091666666666666,0.9725,0.07836666666666667,0
267,2011-09-24,winter,2011,September,No Holiday,Saturday,Non-Working Day,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0.3274940070071916,0.6725059929928084,5423,1776,3647,0.6066666666666667,0.8624999999999999,0.07838333333333333,0
268,2011-09-25,winter,2011,September,No Holiday,Sunday,Non-Working Day,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0.3081836327345309,0.691816367265469,5010,1544,3466,0.6341666666666667,0.8450000000000001,0.05037916666666667,0
269,2011-09-26,winter,2011,September,No Holiday,Monday,Working Day,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0.14773218142548597,0.8522678185745141,4630,684,3946,0.6491666666666667,0.8483333333333333,0.1107,0
270,2011-09-27,winter,2011,September,No Holiday,Tuesday,Working Day,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0.11577669902912621,0.8842233009708738,4120,477,3643,0.6366666666666666,0.8854166666666666,0.11817083333333334,0
271,2011-09-28,winter,2011,September,No Holiday,Wednesday,Working Day,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,0.12285641156897875,0.8771435884310212,3907,480,3427,0.635,0.84875,0.14862916666666667,0
272,2011-09-29,winter,2011,September,No Holiday,Thursday,Working Day,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0.13494523661913618,0.8650547633808638,4839,653,4186,0.6166666666666667,0.6991666666666667,0.17288333333333336,0
273,2011-09-30,winter,2011,September,No Holiday,Friday,Working Day,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0.15955401768550556,0.8404459823144944,5202,830,4372,0.5641666666666667,0.6475,0.206475,0
274,2011-10-01,winter,2011,October,No Holiday,Saturday,Non-Working Day,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,0.19761218608480857,0.8023878139151914,2429,480,1949,0.41,0.75375,0.29229583333333337,0
275,2011-10-02,winter,2011,October,No Holiday,Sunday,Non-Working Day,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0.21110349554489377,0.7888965044551063,2918,616,2302,0.3566666666666667,0.7916666666666666,0.22201249999999997,0
276,2011-10-03,winter,2011,October,No Holiday,Monday,Working Day,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0.09243697478991597,0.907563025210084,3570,330,3240,0.3841666666666667,0.7608333333333334,0.08334583333333334,0
277,2011-10-04,winter,2011,October,No Holiday,Tuesday,Working Day,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,0.10906642728904847,0.8909335727109515,4456,486,3970,0.4841666666666667,0.71,0.20585416666666667,0
278,2011-10-05,winter,2011,October,No Holiday,Wednesday,Working Day,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0.11583091587235807,0.884169084127642,4826,559,4267,0.5383333333333333,0.6479166666666667,0.17725000000000002,0
279,2011-10-06,winter,2011,October,No Holiday,Thursday,Working Day,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0.134102833158447,0.865897166841553,4765,639,4126,0.49416666666666664,0.6208333333333333,0.13495416666666668,0
280,2011-10-07,winter,2011,October,No Holiday,Friday,Working Day,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0.19037111334002005,0.8096288866599799,4985,949,4036,0.5108333333333334,0.6841666666666667,0.022391666666666667,0
281,2011-10-08,winter,2011,October,No Holiday,Saturday,Non-Working Day,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0.41320022185246813,0.5867997781475319,5409,2235,3174,0.5216666666666666,0.7012499999999999,0.04540416666666667,0
282,2011-10-09,winter,2011,October,No Holiday,Sunday,Non-Working Day,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0.4349482852476865,0.5650517147523135,5511,2397,3114,0.5408333333333334,0.7275,0.06344999999999999,0
283,2011-10-10,winter,2011,October,Holiday,Monday,Non-Working Day,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0.2958764901309361,0.7041235098690639,5117,1514,3603,0.5708333333333333,0.73375,0.04230416666666667,0
284,2011-10-11,winter,2011,October,No Holiday,Tuesday,Working Day,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0.14617576156037695,0.8538242384396231,4563,667,3896,0.5666666666666667,0.80875,0.14304166666666665,0
285,2011-10-12,winter,2011,October,No Holiday,Wednesday,Working Day,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0.08981788079470199,0.910182119205298,2416,217,2199,0.5433333333333333,0.90625,0.24815,0
286,2011-10-13,winter,2011,October,No Holiday,Thursday,Working Day,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0.09955372468245795,0.9004462753175421,2913,290,2623,0.5891666666666667,0.8966666666666666,0.14178749999999998,0
287,2011-10-14,winter,2011,October,No Holiday,Friday,Working Day,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0.1451701427003293,0.8548298572996706,3644,529,3115,0.5508333333333334,0.71625,0.22388333333333335,0
288,2011-10-15,winter,2011,October,No Holiday,Saturday,Non-Working Day,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0.36400230017251295,0.6359976998274871,5217,1899,3318,0.5066666666666667,0.48333333333333334,0.25808333333333333,0
289,2011-10-16,winter,2011,October,No Holiday,Sunday,Non-Working Day,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0.3467565959135092,0.6532434040864907,5041,1748,3293,0.5116666666666667,0.48666666666666664,0.28171666666666667,0
290,2011-10-17,winter,2011,October,No Holiday,Monday,Working Day,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0.1560175054704595,0.8439824945295404,4570,713,3857,0.5341666666666667,0.5795833333333333,0.17537916666666667,0
291,2011-10-18,winter,2011,October,No Holiday,Tuesday,Working Day,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0.13416175231676494,0.865838247683235,4748,637,4111,0.5325000000000001,0.7016666666666667,0.1100875,0
292,2011-10-19,winter,2011,October,No Holiday,Wednesday,Working Day,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0.10478547854785479,0.8952145214521452,2424,254,2170,0.5417391304347826,0.8952173913043479,0.2433391304347826,0
293,2011-10-20,winter,2011,October,No Holiday,Thursday,Working Day,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0.11227651966626936,0.8877234803337306,4195,471,3724,0.47583333333333333,0.63625,0.42227499999999996,0
294,2011-10-21,winter,2011,October,No Holiday,Friday,Working Day,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0.1570631970260223,0.8429368029739777,4304,676,3628,0.4275,0.5741666666666666,0.22139583333333335,0
295,2011-10-22,winter,2011,October,No Holiday,Saturday,Non-Working Day,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0.3479572887650882,0.6520427112349118,4308,1499,2809,0.42250000000000004,0.6291666666666667,0.09266666666666666,0
296,2011-10-23,winter,2011,October,No Holiday,Sunday,Non-Working Day,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0.36955033097466333,0.6304496690253367,4381,1619,2762,0.4216666666666667,0.74125,0.0995125,0
297,2011-10-24,winter,2011,October,No Holiday,Monday,Working Day,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0.16694530690231668,0.8330546930976833,4187,699,3488,0.4633333333333334,0.7720833333333333,0.11879166666666667,0
298,2011-10-25,winter,2011,October,No Holiday,Tuesday,Working Day,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0.14828248346490291,0.8517175165350971,4687,695,3992,0.4716666666666667,0.6229166666666667,0.16665833333333332,0
299,2011-10-26,winter,2011,October,No Holiday,Wednesday,Working Day,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0.10374935798664613,0.8962506420133539,3894,404,3490,0.48416666666666663,0.7204166666666666,0.14864166666666667,0
300,2011-10-27,winter,2011,October,No Holiday,Thursday,Working Day,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,0.09025949605114705,0.909740503948853,2659,240,2419,0.47,0.8129166666666666,0.19776249999999998,0
301,2011-10-28,winter,2011,October,No Holiday,Friday,Working Day,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0.12169735788630905,0.8783026421136909,3747,456,3291,0.33083333333333337,0.5858333333333333,0.22947916666666668,0
302,2011-10-29,winter,2011,October,No Holiday,Saturday,Non-Working Day,3,0.254167,0.227913,0.8825,0.351371,57,570,627,0.09090909090909091,0.9090909090909091,627,57,570,0.25416666666666665,0.8825,0.35137083333333335,0
303,2011-10-30,winter,2011,October,No Holiday,Sunday,Non-Working Day,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0.26568598018613027,0.7343140198138697,3331,885,2446,0.31916666666666665,0.62375,0.17661666666666667,0
304,2011-10-31,winter,2011,October,No Holiday,Monday,Working Day,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,0.09866448623603162,0.9013355137639684,3669,362,3307,0.34,0.7033333333333333,0.10635,0
305,2011-11-01,winter,2011,November,No Holiday,Tuesday,Working Day,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0.1007866273352999,0.8992133726647001,4068,410,3658,0.4008333333333333,0.68375,0.13557083333333333,0
306,2011-11-02,winter,2011,November,No Holiday,Wednesday,Working Day,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0.08838987099856666,0.9116101290014333,4186,370,3816,0.3775,0.71875,0.08209166666666667,0
307,2011-11-03,winter,2011,November,No Holiday,Thursday,Working Day,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0.08002013085052843,0.9199798691494716,3974,318,3656,0.4083333333333334,0.7020833333333334,0.13681666666666667,0
308,2011-11-04,winter,2011,November,No Holiday,Friday,Working Day,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0.11616411270390509,0.8838358872960949,4046,470,3576,0.4033333333333333,0.6224999999999999,0.2717791666666667,0
309,2011-11-05,winter,2011,November,No Holiday,Saturday,Non-Working Day,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0.2944472745797249,0.7055527254202751,3926,1156,2770,0.32666666666666666,0.5191666666666667,0.1890625,0
310,2011-11-06,winter,2011,November,No Holiday,Sunday,Non-Working Day,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0.2608933954508084,0.7391066045491915,3649,952,2697,0.34833333333333333,0.7345833333333333,0.09205416666666666,0
311,2011-11-07,winter,2011,November,No Holiday,Monday,Working Day,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,0.09244114002478315,0.9075588599752169,4035,373,3662,0.395,0.75875,0.057225,0
312,2011-11-08,winter,2011,November,No Holiday,Tuesday,Working Day,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,0.08941736028537456,0.9105826397146255,4205,376,3829,0.4083333333333334,0.7216666666666667,0.0690375,0
313,2011-11-09,winter,2011,November,No Holiday,Wednesday,Working Day,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,0.07422730591384766,0.9257726940861524,4109,305,3804,0.39999999999999997,0.7583333333333333,0.06219583333333333,0
314,2011-11-10,winter,2011,November,No Holiday,Thursday,Working Day,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,0.0647800886464371,0.9352199113535629,2933,190,2743,0.37999999999999995,0.8133333333333334,0.1890666666666667,0
315,2011-11-11,winter,2011,November,Holiday,Friday,Non-Working Day,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0.13064133016627077,0.8693586698337292,3368,440,2928,0.32416666666666666,0.44625000000000004,0.314675,0
316,2011-11-12,winter,2011,November,No Holiday,Saturday,Non-Working Day,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0.31349889353331695,0.686501106466683,4067,1275,2792,0.3566666666666667,0.5529166666666666,0.21206250000000001,0
317,2011-11-13,winter,2011,November,No Holiday,Sunday,Non-Working Day,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0.2701103040086091,0.7298896959913909,3717,1004,2713,0.44083333333333335,0.4583333333333333,0.28172083333333336,0
318,2011-11-14,winter,2011,November,No Holiday,Monday,Working Day,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,0.1326348640213999,0.8673651359786001,4486,595,3891,0.53,0.5870833333333333,0.30659583333333335,0
319,2011-11-15,winter,2011,November,No Holiday,Tuesday,Working Day,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,0.10703218116805721,0.8929678188319428,4195,449,3746,0.53,0.6887500000000001,0.19963333333333333,0
320,2011-11-16,winter,2011,November,No Holiday,Wednesday,Working Day,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,0.07980187121629059,0.9201981287837094,1817,145,1672,0.4566666666666667,0.93,0.13682916666666667,0
321,2011-11-17,winter,2011,November,No Holiday,Thursday,Working Day,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0.04552898788077301,0.954471012119227,3053,139,2914,0.3416666666666666,0.5758333333333333,0.3053625,0
322,2011-11-18,winter,2011,November,No Holiday,Friday,Working Day,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,0.07222877358490566,0.9277712264150944,3392,245,3147,0.27416666666666667,0.41,0.16853333333333334,0
323,2011-11-19,winter,2011,November,No Holiday,Saturday,Non-Working Day,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0.25743925743925744,0.7425607425607426,3663,943,2720,0.32916666666666666,0.5020833333333333,0.22449583333333334,0
324,2011-11-20,winter,2011,November,No Holiday,Sunday,Non-Working Day,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0.22357954545454545,0.7764204545454545,3520,787,2733,0.4633333333333334,0.6845833333333333,0.18594999999999998,0
325,2011-11-21,winter,2011,November,No Holiday,Monday,Working Day,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,0.07956600361663653,0.9204339963833634,2765,220,2545,0.4475,0.91,0.13805416666666667,0
326,2011-11-22,winter,2011,November,No Holiday,Tuesday,Working Day,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0.042937149968886125,0.9570628500311139,1607,69,1538,0.4166666666666667,0.9624999999999999,0.11879166666666667,0
327,2011-11-23,winter,2011,November,No Holiday,Wednesday,Working Day,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0.043647700701480906,0.9563522992985191,2566,112,2454,0.44083333333333335,0.7579166666666666,0.335825,0
328,2011-11-24,winter,2011,November,Holiday,Thursday,Non-Working Day,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,0.3745819397993311,0.6254180602006689,1495,560,935,0.37333333333333335,0.5491666666666667,0.16730416666666667,0
329,2011-11-25,winter,2011,November,No Holiday,Friday,Working Day,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0.3921919770773639,0.6078080229226361,2792,1095,1697,0.375,0.64375,0.09889583333333334,0
330,2011-11-26,winter,2011,November,No Holiday,Saturday,Non-Working Day,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0.4071056062581486,0.5928943937418514,3068,1249,1819,0.3758333333333333,0.6816666666666666,0.06842083333333333,0
331,2011-11-27,winter,2011,November,No Holiday,Sunday,Non-Working Day,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0.2637577336372517,0.7362422663627483,3071,810,2261,0.45916666666666667,0.6983333333333334,0.20895416666666666,0
332,2011-11-28,winter,2011,November,No Holiday,Monday,Working Day,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0.06542539436255496,0.9345746056374451,3867,253,3614,0.5034782608695653,0.7430434782608696,0.14212173913043477,0
333,2011-11-29,winter,2011,November,No Holiday,Tuesday,Working Day,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0.032944406314344546,0.9670555936856554,2914,96,2818,0.4583333333333333,0.8308333333333334,0.25809166666666666,0
334,2011-11-30,winter,2011,November,No Holiday,Wednesday,Working Day,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,0.05203432050927207,0.947965679490728,3613,188,3425,0.325,0.6133333333333334,0.27115833333333333,0
335,2011-12-01,winter,2011,December,No Holiday,Thursday,Working Day,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0.04883284142742152,0.9511671585725785,3727,182,3545,0.3125,0.5245833333333333,0.22015833333333334,0
336,2011-12-02,winter,2011,December,No Holiday,Friday,Working Day,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0.06802030456852792,0.9319796954314721,3940,268,3672,0.31416666666666665,0.6258333333333334,0.10075416666666666,0
337,2011-12-03,winter,2011,December,No Holiday,Saturday,Non-Working Day,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0.1953514111787493,0.8046485888212507,3614,706,2908,0.29916666666666664,0.6129166666666667,0.09578333333333333,0
338,2011-12-04,winter,2011,December,No Holiday,Sunday,Non-Working Day,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0.181922525107604,0.818077474892396,3485,634,2851,0.33083333333333337,0.7758333333333334,0.08395833333333334,0
339,2011-12-05,winter,2011,December,No Holiday,Monday,Working Day,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0.06113880871162425,0.9388611912883758,3811,233,3578,0.3858333333333333,0.8270833333333334,0.06220833333333333,0
340,2011-12-06,winter,2011,December,No Holiday,Tuesday,Working Day,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0.04857363145720894,0.9514263685427911,2594,126,2468,0.46249999999999997,0.9495833333333333,0.23258333333333334,0
341,2011-12-07,winter,2011,December,No Holiday,Wednesday,Working Day,3,0.41,0.400246,0.970417,0.266175,50,655,705,0.07092198581560284,0.9290780141843972,705,50,655,0.41,0.9704166666666666,0.266175,0
342,2011-12-08,winter,2011,December,No Holiday,Thursday,Working Day,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,0.04515352197471403,0.954846478025286,3322,150,3172,0.2658333333333333,0.58,0.24005833333333335,0
343,2011-12-09,winter,2011,December,No Holiday,Friday,Working Day,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0.07209944751381216,0.9279005524861879,3620,261,3359,0.29083333333333333,0.6958333333333333,0.08271666666666667,0
344,2011-12-10,winter,2011,December,No Holiday,Saturday,Non-Working Day,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,0.1573667711598746,0.8426332288401254,3190,502,2688,0.275,0.5075,0.23322083333333332,0
345,2011-12-11,winter,2011,December,No Holiday,Sunday,Non-Working Day,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0.13744075829383887,0.8625592417061612,2743,377,2366,0.22083333333333333,0.49,0.06654166666666667,0
346,2011-12-12,winter,2011,December,No Holiday,Monday,Working Day,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0.043202416918429,0.956797583081571,3310,143,3167,0.2383333333333333,0.6708333333333334,0.06344999999999999,0
347,2011-12-13,winter,2011,December,No Holiday,Tuesday,Working Day,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,0.043996593812091964,0.956003406187908,3523,155,3368,0.28250000000000003,0.59,0.14055,0
348,2011-12-14,winter,2011,December,No Holiday,Wednesday,Working Day,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0.04759358288770053,0.9524064171122995,3740,178,3562,0.3175,0.66375,0.06095833333333334,0
349,2011-12-15,winter,2011,December,No Holiday,Thursday,Working Day,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0.048800215691561066,0.9511997843084389,3709,181,3528,0.42250000000000004,0.6341666666666667,0.2680416666666667,0
350,2011-12-16,winter,2011,December,No Holiday,Friday,Working Day,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,0.04976237070170534,0.9502376292982947,3577,178,3399,0.375,0.5004166666666666,0.260575,0
351,2011-12-17,winter,2011,December,No Holiday,Saturday,Non-Working Day,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0.10040160642570281,0.8995983935742972,2739,275,2464,0.25833333333333336,0.5608333333333334,0.24316666666666667,0
352,2011-12-18,winter,2011,December,No Holiday,Sunday,Non-Working Day,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0.09049773755656108,0.9095022624434389,2431,220,2211,0.2383333333333333,0.58625,0.16977916666666668,0
353,2011-12-19,winter,2011,December,No Holiday,Monday,Working Day,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0.07640317367029092,0.9235968263297091,3403,260,3143,0.27666666666666667,0.6375000000000001,0.17289583333333333,0
354,2011-12-20,winter,2011,December,No Holiday,Tuesday,Working Day,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0.0576,0.9424,3750,216,3534,0.3858333333333333,0.5954166666666667,0.06157083333333333,0
355,2011-12-21,spring,2011,December,No Holiday,Wednesday,Working Day,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0.040225563909774435,0.9597744360902256,2660,107,2553,0.4283333333333333,0.8583333333333334,0.2214,0
356,2011-12-22,spring,2011,December,No Holiday,Thursday,Working Day,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0.07398956975228162,0.9260104302477183,3068,227,2841,0.42333333333333334,0.7575,0.047275000000000005,0
